Latitude,Longitude,temperature,humidity,rain
9.138463386,77.91972506,33.17,44.21,1.756035391
9.308581567,78.82535928,29.55,44.05,2.538341665
9.261579151,77.08326214,26.37,39.98,4.063866978
9.167778437,78.3289728,30.24,53.75,2.313905364
9.34706691,77.45307726,25.97,44.13,1.896511319
9.27293659,77.05728507,28.4,45.2,4.063866978
9.350600073,77.48774053,28.81,42.53,1.896511319
9.192084325,77.54094525,27.36,47.65,1.896511319
9.282202357,76.35722163,28.78,49.27,5.921228151
9.346463137,76.39511574,29.26,50.36,7.179502297
9.227813898,76.8999919,33.28,42.66,4.063866978
9.311894407,79.29771808,31.5,44.64,3.867650657
9.174099422,77.92092398,30.4,52.16,1.756035391
9.12552226,78.20298605,27.69,49.79,2.313905364
9.19049419,77.33570073,28.43,38.23,2.575227878
9.316499319,77.95332523,32.97,45.23,1.756035391
9.344147108,78.19581299,27.39,50.92,2.313905364
9.217653041,76.50516051,28.7,35.74,7.179502297
9.40745577,79.20226653,26,39.73,3.752618378
9.559720261,76.38267486,24.87,47.71,7.999450104
9.58869017,78.46637517,28.88,47.77,2.399382233
9.410073643,78.76110524,27.84,51.68,2.644396928
9.403866923,78.45320515,24.77,39.72,2.399382233
9.578546959,79.1886654,29.34,52.2,3.752618378
9.397496877,79.36942945,32.69,44.15,3.752618378
9.428895679,76.2745176,27.14,51.15,7.689393001
9.440515963,77.27959562,33.9,43.56,2.440038928
9.580577193,76.91273964,30.1,48.26,7.767124512
9.5171282,76.84426041,26.47,48.69,10.26315538
9.383999245,77.25269611,27.81,40.6,2.440038928
9.561935616,77.59306694,29.45,55.43,2.474143422
9.583850896,78.10316315,25.74,42.59,1.617408766
9.515988297,77.1303028,29.55,38.32,2.440038928
9.546273292,77.86816444,25.37,55.53,1.907933649
9.476418236,78.88268251,31.17,49.98,3.631858264
9.403866832,77.47653996,31.85,43.31,2.474143422
9.53432447,77.32758033,25.54,46.91,2.440038928
9.529460233,76.21860335,21.26,46.22,7.689393001
9.587033005,79.31859724,27.93,50.08,3.752618378
9.502596485,78.52389881,33.13,45.8,2.399382233
9.469870008,78.10538254,30.78,54.58,1.617408766
9.566586873,76.72575293,30.39,52.56,10.26315538
9.580093126,78.35769154,25.51,49.35,2.194912592
9.593637693,78.79302721,30.9,40.55,2.644396928
9.441176623,77.58008094,31.56,46.37,2.474143422
9.403902389,77.82281145,25.89,48.71,1.907933649
9.619308191,79.14989506,24.57,43.38,3.752618378
9.402370291,79.07264232,29.33,41.2,3.631858264
9.576480938,77.45444824,32.39,39.87,2.474143422
9.867654721,76.69465999,25.28,49.97,8.50800924
9.793610823,76.25510123,32.96,39.28,9.086027389
9.794714195,78.86070205,36.54,42.51,2.639196499
9.863137102,78.45881611,22.67,43.57,2.258467546
9.863346989,77.02117343,31.93,41.69,6.029299233
9.795564529,76.75022321,25.03,48.19,8.50800924
9.829338143,76.24935955,30.44,34.58,9.086027389
9.63657784,76.90852628,25.49,55.09,6.029299233
9.65580902,77.18434995,24.68,42.41,3.412841255
9.874773925,77.48761521,32.39,48.22,1.956724445
9.859610319,78.12992455,28.16,47.47,2.098475137
9.629135772,76.19042892,30.86,44.46,9.086027389
9.639433559,77.08380858,27.18,49.96,6.029299233
9.82573935,76.86174005,28.18,47.42,8.50800924
9.912510068,77.42729456,28.81,40.53,1.779342152
9.912503772,76.98478464,29.92,46.04,6.370084091
10.00696863,79.01797751,33.98,38.55,2.673068899
10.11086537,76.35591214,25.1,47.99,9.154719149
10.10917162,77.11149758,20.9,42.96,6.370084091
9.958499654,79.09678695,28.27,43.84,2.673068899
9.900281079,77.35036852,32.01,45.86,2.265704482
9.913607333,77.10233951,27.52,40.04,6.370084091
9.916969134,76.04149691,26.53,45.91,9.394481116
9.912082497,76.46313672,28.41,45.23,9.074793218
10.00963593,77.42954718,26.07,44.01,1.779342152
10.12180982,76.72878219,28.05,45.3,8.3394494
10.09399846,76.01174188,25.65,47.18,9.394481116
10.03983141,76.76034299,33.99,38.27,8.3394494
9.908522146,78.40003641,27.91,52.05,2.928102261
9.924141697,78.10648646,29.54,47.5,1.904419472
9.979219102,77.68061026,33.64,33.29,1.967896534
10.05591317,76.3921373,30.76,51.77,9.074793218
9.951959157,76.84223081,20.92,45.42,8.3394494
9.942479928,76.27531299,33.2,34.22,9.154719149
9.906390148,77.9387164,32.27,44.63,1.904419472
9.932011286,77.10653672,27.78,41.26,6.370084091
10.04435329,77.34383608,29.76,42.44,2.265704482
10.11224813,76.94330633,31.14,47.45,6.370084091
9.900245591,76.17498595,29.91,58.29,9.154719149
10.28419499,76.27579039,28.02,41.47,10.63484564
10.12733157,76.63357477,35.03,45.03,8.181724089
10.30058149,77.45048826,28.63,54.95,2.934826839
10.29748278,78.32754944,31.84,40.93,2.143183913
10.30959682,76.85633506,28.07,35.23,8.181724089
10.31679506,77.2137116,30.14,50.94,4.491237905
10.12802013,79.31856086,33.61,44.97,2.998247423
10.32030485,79.01834756,30.43,48.6,2.050341968
10.28747145,78.84306933,34.36,46.91,2.457737898
10.29676051,79.26313169,30.05,42.84,2.998247423
10.20161745,79.18969408,28.11,40.51,2.998247423
10.3522417,78.92608944,28.19,43.53,2.050341968
10.24272739,78.62837894,30.09,40.29,2.457737898
10.34652939,76.28814057,27.8,48.71,10.63484564
10.32065589,76.28650179,29.31,50.97,10.63484564
10.13281549,78.90667887,28.8,45.03,2.050341968
10.31999925,78.16041662,29.18,36.36,2.143183913
10.28735549,78.95344189,24.65,40.82,2.050341968
10.15212456,77.15202424,25.41,51.23,4.491237905
10.22617859,79.0188084,29.05,45.35,2.050341968
10.25063354,79.02399145,31.35,46.06,2.050341968
10.19521772,79.19694668,28.46,53.22,2.998247423
10.24655166,78.09018154,29.77,46,1.83309506
10.25965318,76.38032911,31.65,32.22,7.946670966
10.21278251,76.37844133,30.22,52.33,7.946670966
10.18966758,78.03823691,24.47,39.08,1.83309506
10.12889558,79.21545308,28.18,51.97,2.998247423
10.36176207,76.14935571,29.13,43.79,10.63484564
10.26689561,77.57455016,34.01,45.83,2.934826839
10.15102843,78.07128742,26.6,48.88,1.83309506
10.16249165,78.33783021,28.54,49.59,2.143183913
10.33011028,77.19480727,23.66,45.9,4.491237905
10.17887599,78.13888437,30.49,43.17,2.143183913
10.39883038,78.02861036,23.26,54.83,1.769249876
10.57086054,76.5009379,35.17,43.11,6.230363862
10.40089064,77.80168863,30.66,49.01,2.072642426
10.54350087,77.42813433,23.33,45.46,1.252491022
10.50589107,78.80889515,34.05,52.13,2.442225147
10.54490547,77.99787123,29.33,61.24,1.769249876
10.48707327,79.69528372,25.15,49.35,3.748512204
10.47922562,77.3938266,28.17,39.98,1.252491022
10.50692441,77.64199465,30.09,47.86,2.072642426
10.60044039,77.40626838,30.54,41.97,1.252491022
10.60011237,78.06438784,29.52,47.45,1.769249876
10.54940719,77.06277651,30.12,47.19,2.92929624
10.53545984,76.60671071,29.85,39.42,6.230363862
10.48882622,78.82931362,30.98,48.04,2.442225147
10.47870742,77.21376875,22.73,42.26,0.999053924
10.52719815,77.25362547,27.54,45.76,0.999053924
10.42317128,77.59835133,32.67,48.2,1.252491022
10.6070521,79.57753787,31.62,56.39,3.454799779
10.57528322,79.81960151,29.35,48.12,3.748512204
10.39469662,76.7999481,30.85,49.59,5.989982774
10.41844948,76.54829139,25.63,44.18,6.230363862
10.46348221,76.7983583,34.57,45.3,5.989982774
10.5676961,79.04363437,28.28,43.62,1.952632679
10.50600071,76.68486861,24.88,46.53,5.989982774
10.42812295,79.68147943,29.78,47.38,3.748512204
10.51575955,77.19389379,21.97,40.4,0.999053924
10.39589478,79.2660407,28.02,42.61,2.647061268
10.46633081,79.66762789,25.87,41.57,3.748512204
10.59497004,76.85243979,31.11,41.34,5.989982774
10.60114239,76.15231232,23.01,46.47,8.803345629
10.44258472,76.5060062,32.25,41.47,6.230363862
10.59268182,76.78957915,27.68,49.64,5.989982774
10.58544638,79.04181231,29.67,47.93,1.952632679
10.75036974,77.96301537,22.25,55.41,1.591381961
10.73546122,77.27641538,31.47,41.66,1.172364452
10.72866081,76.90496165,30.28,50.03,2.120349986
10.76715381,75.99619912,30.9,46.42,8.156864374
10.79332082,78.23489585,30.25,44.83,0.603603049
10.78121815,79.24453199,25.81,39.71,2.941482261
10.64252279,79.85393242,28.83,37.76,4.04131149
10.71800625,79.27265695,29.8,48.4,2.941482261
10.7207451,78.43045477,28.27,39.1,2.026507284
10.78236916,78.89719125,30.28,41.74,2.643125151
10.72934763,79.39114572,35.7,39.88,3.266354499
10.69323483,79.85109616,28.7,47.02,4.04131149
10.83196522,77.25763772,27.9,42.45,1.172364452
10.85107565,79.67482788,26.73,55.24,4.04131149
10.72882417,79.37871649,32.39,41.46,3.266354499
10.76583568,76.29690611,22.9,54.14,11.71759375
10.64783401,78.53751963,28.63,47,2.026507284
10.66508319,78.15345995,26.89,45.22,0.603603049
10.71317232,79.32661627,28.41,47.01,2.941482261
10.66576945,76.73748696,29.02,41.54,4.098772183
10.66561207,76.70649761,27.85,40.39,4.098772183
10.74058587,75.80043449,32.02,51.5,8.518359872
10.86878267,78.55057741,28.71,42.08,2.026507284
10.82845515,77.72148695,23.84,48.33,2.346081467
10.76409963,79.20198765,27.58,47.54,2.941482261
10.79736596,79.83272336,25.7,49.39,4.04131149
10.67457996,77.20646477,35.05,49.74,1.172364452
10.83379321,77.53165993,29.19,43.31,1.186840747
10.86200159,77.93287739,31.39,44.99,1.591381961
10.7424768,76.94734693,27.7,45.58,2.120349986
10.98137011,78.07698956,27.25,53.89,1.376075102
11.1086087,79.4222134,26.08,46.6,3.984077485
10.98409186,77.77614123,30.68,51.14,1.551901436
11.10810155,78.77857988,33.19,40.96,2.241291481
10.99433033,77.57087453,29.35,49.13,1.513360502
11.0409503,78.17946883,28.21,41.06,1.257139867
10.99156636,76.15355381,27.49,48.92,8.779203485
11.07256077,76.27508717,26.7,49.69,8.779203485
10.9345268,78.4730818,32.49,44.46,1.706613419
10.93616155,77.43512562,26.74,44.07,1.513360502
11.0495537,77.39769894,27.88,50.36,1.513360502
10.90455707,77.53491693,27.96,54.94,1.513360502
11.00556843,79.24323917,28.25,47.31,3.30219179
11.07704689,77.02154732,29.99,45.83,1.961292503
10.90664294,78.5057039,32.84,40.63,1.706613419
10.94692811,77.96055861,27.71,48.47,1.376075102
11.05725072,77.02340114,28.32,46.58,1.961292503
11.08595581,79.56210093,27.51,43.64,3.984077485
10.8752045,77.59758958,32.45,46.87,1.513360502
11.04191665,78.02656641,32.66,51.23,1.376075102
10.94827222,77.7315642,31.26,46.58,1.551901436
10.99450777,78.18783544,27.11,43.77,1.257139867
10.93437382,79.86115368,31.1,51.87,3.760822577
10.94435953,77.98359349,33.45,39.43,1.376075102
10.95721846,75.87168567,27.43,41.17,9.278274965
10.98591831,75.93746516,26.92,49.4,8.67185521
10.94420561,79.53972418,32.96,52.8,3.984077485
10.99266409,78.55980672,26.05,49.45,1.706613419
10.95221948,79.1096981,31.74,38.14,2.338602866
10.95066212,75.78900009,23.78,42.8,9.278274965
10.93549225,76.40451814,24.98,43.01,7.351774538
11.27327463,77.46926725,26.25,45.84,1.832927371
11.32708544,77.52577086,30.53,44,1.832927371
11.25469363,77.58531484,29.5,42.41,1.832927371
11.3552844,78.48024163,33.29,42.55,1.81837269
11.23258332,77.6112056,28.52,44.8,1.832927371
11.2384976,77.90199841,26.13,36.11,2.411439436
11.20959407,76.48368489,26.04,51.75,5.116486159
11.17622785,77.90024979,30.26,45.49,2.411439436
11.20589396,76.12618171,28.24,42.35,8.291937592
11.36904059,78.76653123,25.75,47.77,2.553279885
11.35441919,79.55805916,25.02,41.26,4.297136414
11.32295648,77.56008164,24.95,49.44,1.832927371
11.25156384,77.96766617,30.44,53.15,2.411439436
11.312898,76.00452325,24.45,38.7,8.844324133
11.22675442,79.81049114,28.78,45.96,3.574255773
11.26826975,79.43976618,24.22,38.5,4.297136414
11.34872824,78.30120682,23.79,47.46,1.528688164
11.25853028,79.32486651,30.77,44.84,3.39528325
11.1289526,79.82761561,29.71,43.44,3.574255773
11.1775186,79.45912218,31.08,49.04,4.297136414
11.24787983,79.4520423,27.75,55.42,4.297136414
11.33829069,78.73337485,28.33,37.47,2.553279885
11.36209111,75.77699837,31.94,45.45,9.113822654
11.3724308,77.33205945,28.01,41.93,1.692347585
11.18892869,76.82252745,34.37,38.16,2.857511476
11.22354318,77.13178179,26.52,46.08,1.692347585
11.32613535,77.00327454,27.35,46.31,6.290789671
11.36710162,78.95776903,29.18,41.23,2.280547944
11.34726409,78.12864347,29.86,46.51,1.528688164
11.31794129,78.95316605,30.24,50.16,2.280547944
11.19773088,78.36879428,34.71,47.91,1.528688164
11.12630093,78.3152175,25.57,44.67,1.528688164
11.25356145,79.53954711,29.18,44.82,4.297136414
11.35990536,75.62986907,30.52,49.89,9.113822654
11.14569275,77.4423973,25.84,42.98,1.832927371
11.18150194,78.95475595,28.34,47.13,2.280547944
11.27995931,76.36269682,29.57,53.4,8.291937592
11.51426552,75.6330711,26.99,43.41,10.58487027
11.45971165,77.5715087,30.33,44.47,1.894941925
11.52762825,78.22696093,27.24,47.54,2.345508593
11.54144896,77.2402877,28.88,49.23,2.058497611
11.44862932,78.73536257,26.31,30.95,2.681777051
11.56139743,79.78671068,27.02,45.54,3.682311528
11.60535051,77.68503229,25.23,44.71,2.027447119
11.45332406,77.69536658,31.59,52.22,2.027447119
11.44352095,75.83137658,32.35,47.97,10.58487027
11.41664967,77.34626942,29.35,49.39,2.058497611
11.54093841,79.42736527,26.71,48.26,3.361989189
11.42203593,78.99117411,26.77,48.6,2.737028266
11.54845157,75.59359393,26.83,44.17,11.24848856
11.51169407,76.57889763,29.99,45.84,5.175541367
11.45994417,77.63519915,31.1,47.51,2.027447119
11.39784861,78.02216472,29.53,34.83,2.136432451
11.57765709,75.98188118,22.28,34.07,9.388619342
11.53449532,78.82116977,26.74,39.18,2.681777051
11.4060797,79.75579574,28.95,53.36,3.682311528
11.42135048,78.11208215,27,49.41,2.136432451
11.45362623,77.76231788,24.72,31.72,2.027447119
11.42091477,79.69054794,21.12,45.8,3.682311528
11.44951249,75.85667725,30.67,40.28,10.58487027
11.38684265,77.71158911,30.7,41.12,2.027447119
11.49636301,79.82778848,27.79,44.21,3.682311528
11.39976019,79.1822452,27.07,49.94,2.688413899
11.60253136,76.4693585,28.64,49.34,5.175541367
11.38835484,79.34498454,24.62,50.24,2.688413899
11.47504119,75.75573673,27.9,40.25,10.58487027
11.6062087,77.00226516,29.14,50.79,2.563580739
11.43187536,76.96121292,32.95,54.41,2.563580739
11.37843673,75.83401909,28.17,38.55,10.58487027
11.56875595,78.54908936,27.19,44.02,2.642699836
11.56527998,77.39975923,29.74,41.98,1.894941925
11.58838629,76.48357145,29.69,50.5,5.175541367
11.61854566,78.91549619,32.75,46.49,2.737028266
11.5375641,75.89239996,26.38,46.88,9.388619342
11.45711148,77.16205804,30.95,47.31,2.058497611
11.51392696,78.65691705,30.01,46.71,2.681777051
11.55879443,77.46233737,28.43,43.91,1.894941925
11.44501312,77.80566127,31.49,45.76,2.027447119
11.64628696,79.75573881,37.96,52.79,3.76519322
11.66573494,79.68940216,31.97,49.39,3.76519322
11.65373,76.54654759,28.75,43.83,4.220096623
11.86167424,79.68319801,31.65,44.64,3.76519322
11.72838526,76.30342545,32.16,51.49,5.940673111
11.8072645,78.98464134,23.75,46.58,2.804927458
11.86707144,78.14073292,31.91,32.05,2.372839357
11.74840921,75.23741589,27.06,50.42,10.98785514
11.63072858,77.73790766,29.19,51.55,2.5368539
11.75181691,77.59535147,28.65,48,2.277845817
11.63612077,75.1954183,30.81,48.24,10.98785514
11.83608186,76.03196913,21.07,42.67,6.846719358
11.82749239,78.97124072,27.14,46.78,2.804927458
11.62598194,78.09167113,35.65,45.87,3.343023041
11.82521229,75.44574099,25.72,54.35,12.12861122
11.71643714,78.57860135,27.48,48.4,1.657779569
11.83692051,77.44572024,23.51,41.79,2.277845817
11.82457433,77.57015862,30.4,38.15,2.277845817
11.69248093,75.98409733,31,41.36,6.846719358
11.75847308,79.03823973,22.64,46.8,2.804927458
11.87435911,79.4041321,27.81,52.09,4.094611438
11.62638646,76.42942033,29.6,47.37,4.220096623
11.77444632,75.46858781,28.79,44.63,12.12861122
11.65836914,78.02578714,33.22,53.12,3.343023041
11.7103489,78.34342039,26.02,41.59,2.372839357
11.64701463,79.71039338,29.78,44.06,3.76519322
11.63223925,77.12089054,27.21,40.18,1.543008622
11.76299187,77.01655309,30.99,49.52,1.543008622
11.75894366,77.74706263,25.32,44.98,2.5368539
11.72306877,77.30920144,28.05,51.49,2.147435049
11.92548261,78.10556863,26.29,51.26,2.383972484
12.07588004,75.03713494,27.51,51.74,10.83704084
11.99924749,74.92995257,30.48,42.6,10.83704084
11.94085831,74.98092503,29.07,41.56,10.83704084
12.04526853,78.86975154,28.46,43.81,2.871138479
12.0684104,76.00413378,31.24,46.31,3.015726054
12.08006464,77.20819156,30.99,48.03,1.93346337
11.92550059,79.16213003,29.76,44.64,2.78859555
12.0112084,76.20344367,26.82,49.48,4.501069919
11.94311703,77.00052198,32.42,49.21,2.021722212
12.0488619,76.9530611,27.36,38.84,2.021722212
12.07214806,77.74892088,32.47,55.08,2.008715094
12.02590563,76.22259301,26.46,47.41,4.501069919
12.02309813,77.76589278,30.29,38.06,2.008715094
11.92686575,76.89349316,29.6,48.28,2.021722212
12.08162533,78.16252629,31.46,51.06,2.684668952
12.01537966,75.79439178,33.47,46.83,6.341110061
12.07737335,79.81522608,25.19,37.84,2.800777158
12.07996012,79.86505047,27.84,47.94,2.800777158
11.90220525,79.48188754,25.4,46.14,2.650509946
11.93583732,79.21330531,30.59,44.03,2.78859555
11.989721,76.16856834,28.59,46.93,4.501069919
12.0911657,77.46334321,29.61,52.06,2.588761666
11.93746804,78.84919157,25.62,51.31,2.871138479
11.92287114,79.24629049,29.69,47.66,2.78859555
11.87847271,79.53071927,29.81,45.79,2.650509946
11.93150395,78.17577147,28.38,47.02,2.684668952
11.92875532,79.85234354,33.12,36.27,2.800777158
12.12137192,78.91649501,25.64,52.43,3.024039548
12.01920109,77.52370363,34.77,49,2.588761666
12.02449512,76.98687231,31.31,44.43,2.021722212
11.95805805,75.46361979,37.55,48.14,10.83201135
12.06794441,75.56016131,30.27,47.02,10.83201135
11.99919446,75.47663184,29.55,42.98,10.83201135
12.10032278,76.00938013,29.28,45.06,3.015726054
11.90252606,78.78456238,28.27,53.73,2.871138479
12.00542349,78.35970456,28.43,54.32,2.684668952
12.05020735,76.80208883,24.49,44.61,2.146586908
12.04492596,75.50811534,27.62,45.25,10.83201135
12.08178471,76.6974322,26.6,45.85,2.146586908
11.99773283,77.12939452,29.78,45.25,1.93346337
12.05549085,75.08267565,30.69,50.28,10.83704084
12.09064158,75.51084819,33.77,43.02,10.83201135
12.1237289,75.76610528,29.3,48.29,6.341110061
11.93099885,75.58336243,27.26,45.41,10.83201135
12.16916144,75.00093308,29.39,44.39,11.10414962
12.16418452,78.69505854,28.74,49.88,2.841893704
12.29489451,78.73370663,28.99,51.38,2.841893704
12.15488984,75.93920634,26.08,46.98,3.895175054
12.17928341,77.27993245,32.14,50.29,2.253392622
12.16046603,74.98522414,32.31,43.27,11.10414962
12.35490954,78.13090817,26.56,44.06,2.788760811
12.29870771,75.03626194,29.37,49.15,11.10414962
12.28680636,77.75406432,27.07,53.87,2.057988713
12.32524608,77.09721116,31.86,40.74,2.13303078
12.21741972,77.34276606,29.84,49.54,2.253392622
12.29728575,77.58498331,23.91,49.8,2.25943718
12.20827682,79.07625471,29.86,55.29,3.192894105
12.31518719,76.52582152,23.44,46.73,2.742422742
12.34497001,76.39489962,25.79,34.19,2.742422742
12.2677987,79.53848863,32.83,38.33,2.521635414
12.30673278,78.17844859,30.27,44.89,2.788760811
12.21452892,79.37331738,30.99,45.94,3.53636806
12.13585069,76.48800993,26.45,36.98,2.742422742
12.32113711,79.2634589,26.26,45.72,3.53636806
12.36159713,75.64678806,25.77,41.34,8.660934066
12.14779312,79.11955979,24.73,44.83,3.192894105
12.20992473,79.81349336,35.82,50.69,1.957494712
12.34843203,79.80236905,23.44,45.1,1.957494712
12.27284707,76.81695864,27.11,38.52,1.407358618
12.27436985,78.89302224,37.63,50.05,3.192894105
12.32124942,76.31874663,26.88,44.01,3.612577054
12.36268915,77.79912406,31.53,40.78,2.057988713
12.3592442,75.25149015,34.7,42.66,12.66515934
12.26902162,78.89696632,27.87,51.48,3.192894105
12.27834473,79.87389352,26.94,40.51,1.957494712
12.34394855,76.63068612,23.83,44.47,1.407358618
12.35191683,77.67068526,29.18,56.76,2.057988713
12.16901143,77.84268521,28.3,38.57,2.057988713
12.18794319,75.97175669,29.85,46.47,3.895175054
12.22463582,79.31514821,28.31,47.8,3.53636806
12.26039471,78.44320858,28.1,43.6,2.821378427
12.22273753,77.90575316,30.05,41.99,2.138156826
12.13105128,78.09649315,27.68,44.42,2.138156826
12.20660453,77.87999416,23.95,46.98,2.138156826
12.32203283,77.40216561,28.38,53.5,2.25943718
12.25429493,77.23996724,24.15,43.02,2.253392622
12.20668965,75.78150559,26.64,46.24,8.660934066
12.24202883,78.69840831,31.28,49.56,2.841893704
12.25467326,78.11625344,33.59,41.88,2.138156826
12.4468843,79.90084721,26.08,43.91,3.176106647
12.47481512,78.34954519,33.16,52.25,2.07661398
12.41782155,79.33515542,25.59,60.18,2.904288523
12.37520752,79.54413246,30.84,50.18,3.235749861
12.58547599,75.08347869,28.1,38.39,12.33582911
12.48110802,75.07591355,27.01,46.54,12.33582911
12.58037265,77.13448374,33.69,54.96,2.364028126
12.58737832,77.23205279,18.8,44.21,2.364028126
12.4831845,76.20050563,30.4,44.52,2.572502387
12.52740158,77.63313859,28.73,36.65,1.71077966
12.39028323,80.00172479,28.43,43.72,3.176106647
12.50342954,78.49897839,30.8,47.63,1.878077972
12.41855762,77.88267939,25.86,33.36,1.889003558
12.43881626,75.80460099,27.9,54.05,4.702318481
12.4257172,76.54669641,26.38,51.44,2.657883702
12.5184912,76.04034637,28.41,49.9,2.691139283
12.60220435,76.24128694,32.06,46.41,2.572502387
12.43974907,75.35058222,25.14,43.11,12.17036868
12.38737131,77.4788001,27.77,47.11,1.760499244
12.38822515,75.84985364,28.24,48.5,4.702318481
12.40571339,79.26149919,31.02,43.03,2.904288523
12.45411146,76.94806693,28.31,46.09,2.535365551
12.5699626,75.37676399,34.77,32.51,10.79834041
12.40184173,79.98967638,31.13,38.48,3.176106647
12.58140025,77.56103077,28.57,42.62,1.760499244
12.521076,75.25184099,35.07,42.24,12.17036868
12.38151646,79.68121002,27.56,44.45,3.038472056
12.57996553,78.61156924,21.69,41.56,1.878077972
12.4023396,79.31045355,32.91,43.46,2.904288523
12.41021085,75.55935965,29.46,51.25,10.79834041
12.60183452,75.15498708,29.11,40.98,12.17036868
12.3782053,76.68525379,24.33,41.64,2.655146803
12.56546181,77.90332135,29.48,47.5,1.889003558
12.37956161,77.02938442,23.72,46.18,2.535365551
12.4926168,79.13427758,28.61,44.73,2.904288523
12.48734983,76.71365441,26.68,48.02,2.655146803
12.50372982,79.28253821,26.59,42.2,2.904288523
12.56222853,75.62380684,29.65,42.92,10.79834041
12.62446974,78.51470687,24.11,37.85,1.878077972
12.44670612,77.24524951,28.24,43.68,2.364028126
12.6204469,78.40271677,27.96,38.39,1.878077972
12.43705863,75.05786411,30.77,37.28,12.33582911
12.5249736,78.00409483,28.53,32.99,1.889003558
12.39207282,75.31637222,31.21,53.96,12.17036868
12.60616116,76.50724301,31.9,50.26,2.657883702
12.53648623,77.49810342,31.08,42.37,1.760499244
12.54616665,77.0032988,34.33,50.29,2.535365551
12.56194751,78.40306253,25.12,54.84,1.878077972
12.46298463,75.47540792,33.42,49.49,10.79834041
12.5919728,76.44480823,27.5,48.04,2.657883702
12.39554692,78.01934212,25.46,53.32,1.889003558
12.68347307,78.434241,28.84,42.07,2.225013491
12.8667883,74.85452293,27.21,53.48,12.75334401
