humidity,Longitude,rain,lat,lon,temp
39.87,77.45444824,2.474143422,9.5,77.5,99.90000153
49.97,76.69465999,8.50800924,9.75,76.75,99.90000153
39.28,76.25510123,9.086027389,9.75,76.25,99.90000153
42.51,78.86070205,2.639196499,9.75,78.75,31.91402437
43.57,78.45881611,2.258467546,9.75,78.5,99.90000153
41.69,77.02117343,6.029299233,9.75,77,99.90000153
48.19,76.75022321,8.50800924,9.75,76.75,99.90000153
34.58,76.24935955,9.086027389,9.75,76.25,99.90000153
55.09,76.90852628,6.029299233,9.75,77,99.90000153
42.41,77.18434995,3.412841255,9.75,77.25,99.90000153
48.22,77.48761521,1.956724445,9.75,77.5,99.90000153
47.47,78.12992455,2.098475137,9.75,78.25,99.90000153
44.46,76.19042892,9.086027389,9.75,76.25,31.08825571
49.96,77.08380858,6.029299233,9.75,77,33.46740625
47.42,76.86174005,8.50800924,9.75,76.75,29.26694955
40.53,77.42729456,1.779342152,10,77.5,99.90000153
46.04,76.98478464,6.370084091,10,77,32.37100396
38.55,79.01797751,2.673068899,10,79,99.90000153
47.99,76.35591214,9.154719149,10,76.25,99.90000153
42.96,77.11149758,6.370084091,10,77,28.64613633
43.84,79.09678695,2.673068899,10,79,99.90000153
45.86,77.35036852,2.265704482,10,77.25,26.11550975
40.04,77.10233951,6.370084091,10,77,99.90000153
45.91,76.04149691,9.394481116,10,76,99.90000153
45.23,76.46313672,9.074793218,10,76.5,99.90000153
44.01,77.42954718,1.779342152,10,77.5,31.73313232
45.3,76.72878219,8.3394494,10,76.75,32.20859777
47.18,76.01174188,9.394481116,10,76,99.90000153
38.27,76.76034299,8.3394494,10,76.75,31.58945399
52.05,78.40003641,2.928102261,10,78.5,99.90000153
47.5,78.10648646,1.904419472,10,78,29.13746892
33.29,77.68061026,1.967896534,10,77.75,99.90000153
51.77,76.3921373,9.074793218,10,76.5,25.98406199
45.42,76.84223081,8.3394494,10,76.75,32.32064237
34.22,76.27531299,9.154719149,10,76.25,31.88696397
44.63,77.9387164,1.904419472,10,78,99.90000153
41.26,77.10653672,6.370084091,10,77,19.44448137
42.44,77.34383608,2.265704482,10,77.25,99.90000153
47.45,76.94330633,6.370084091,10,77,99.90000153
58.29,76.17498595,9.154719149,10,76.25,28.36045697
41.47,76.27579039,10.63484564,10.25,76.25,99.90000153
45.03,76.63357477,8.181724089,10.25,76.75,33.93692662
54.95,77.45048826,2.934826839,10.25,77.5,99.90000153
40.93,78.32754944,2.143183913,10.25,78.25,99.90000153
35.23,76.85633506,8.181724089,10.25,76.75,99.90000153
50.94,77.2137116,4.491237905,10.25,77.25,99.90000153
44.97,79.31856086,2.998247423,10.25,79.25,31.94658959
48.6,79.01834756,2.050341968,10.25,79,20.61298078
46.91,78.84306933,2.457737898,10.25,78.75,99.90000153
42.84,79.26313169,2.998247423,10.25,79.25,33.3289703
40.51,79.18969408,2.998247423,10.25,79.25,32.92391862
43.53,78.92608944,2.050341968,10.25,79,29.97738378
40.29,78.62837894,2.457737898,10.25,78.75,99.90000153
48.71,76.28814057,10.63484564,10.25,76.25,32.81122213
50.97,76.28650179,10.63484564,10.25,76.25,99.90000153
45.03,78.90667887,2.050341968,10.25,79,99.90000153
36.36,78.16041662,2.143183913,10.25,78.25,99.90000153
40.82,78.95344189,2.050341968,10.25,79,99.90000153
51.23,77.15202424,4.491237905,10.25,77.25,31.9288071
45.35,79.0188084,2.050341968,10.25,79,33.42783935
46.06,79.02399145,2.050341968,10.25,79,99.90000153
53.22,79.19694668,2.998247423,10.25,79.25,99.90000153
46,78.09018154,1.83309506,10.25,78,31.48146784
32.22,76.38032911,7.946670966,10.25,76.5,99.90000153
52.33,76.37844133,7.946670966,10.25,76.5,99.90000153
39.08,78.03823691,1.83309506,10.25,78,99.90000153
51.97,79.21545308,2.998247423,10.25,79.25,28.11731737
43.79,76.14935571,10.63484564,10.25,76.25,99.90000153
45.83,77.57455016,2.934826839,10.25,77.5,99.90000153
48.88,78.07128742,1.83309506,10.25,78,34.03747782
49.59,78.33783021,2.143183913,10.25,78.25,99.90000153
45.9,77.19480727,4.491237905,10.25,77.25,31.75783949
43.17,78.13888437,2.143183913,10.25,78.25,99.90000153
54.83,78.02861036,1.769249876,10.5,78,99.90000153
43.11,76.5009379,6.230363862,10.5,76.5,99.90000153
49.01,77.80168863,2.072642426,10.5,77.75,99.90000153
45.46,77.42813433,1.252491022,10.5,77.5,99.90000153
52.13,78.80889515,2.442225147,10.5,78.75,34.86800042
61.24,77.99787123,1.769249876,10.5,78,32.78240791
49.35,79.69528372,3.748512204,10.5,79.75,24.64488648
39.98,77.3938266,1.252491022,10.5,77.5,99.90000153
47.86,77.64199465,2.072642426,10.5,77.75,99.90000153
41.97,77.40626838,1.252491022,10.5,77.5,99.90000153
47.45,78.06438784,1.769249876,10.5,78,99.90000153
47.19,77.06277651,2.92929624,10.5,77,99.90000153
39.42,76.60671071,6.230363862,10.5,76.5,33.41402634
48.04,78.82931362,2.442225147,10.5,78.75,32.71548334
42.26,77.21376875,0.999053924,10.5,77.25,31.03540768
45.76,77.25362547,0.999053924,10.5,77.25,99.90000153
48.2,77.59835133,1.252491022,10.5,77.5,26.40521904
56.39,79.57753787,3.454799779,10.5,79.5,99.90000153
48.12,79.81960151,3.748512204,10.5,79.75,31.75783949
49.59,76.7999481,5.989982774,10.5,76.75,99.90000153
44.18,76.54829139,6.230363862,10.5,76.5,32.36782748
45.3,76.7983583,5.989982774,10.5,76.75,99.90000153
43.62,79.04363437,1.952632679,10.5,79,99.90000153
46.53,76.68486861,5.989982774,10.5,76.75,99.90000153
47.38,79.68147943,3.748512204,10.5,79.75,99.90000153
40.4,77.19389379,0.999053924,10.5,77.25,99.90000153
42.61,79.2660407,2.647061268,10.5,79.25,99.90000153
41.57,79.66762789,3.748512204,10.5,79.75,99.90000153
41.34,76.85243979,5.989982774,10.5,76.75,31.36094154
46.47,76.15231232,8.803345629,10.5,76.25,99.90000153
41.47,76.5060062,6.230363862,10.5,76.5,99.90000153
49.64,76.78957915,5.989982774,10.5,76.75,99.90000153
47.93,79.04181231,1.952632679,10.5,79,32.30025783
55.41,77.96301537,1.591381961,10.75,78,30.39185735
41.66,77.27641538,1.172364452,10.75,77.25,32.06218031
50.03,76.90496165,2.120349986,10.75,77,31.90942888
46.42,75.99619912,8.156864374,10.75,76,99.90000153
44.83,78.23489585,0.603603049,10.75,78.25,33.59759253
39.71,79.24453199,2.941482261,10.75,79.25,31.91488107
37.76,79.85393242,4.04131149,10.75,79.75,99.90000153
48.4,79.27265695,2.941482261,10.75,79.25,34.09045426
39.1,78.43045477,2.026507284,10.75,78.5,31.75246976
41.74,78.89719125,2.643125151,10.75,79,99.90000153
39.88,79.39114572,3.266354499,10.75,79.5,99.90000153
47.02,79.85109616,4.04131149,10.75,79.75,99.90000153
42.45,77.25763772,1.172364452,10.75,77.25,99.90000153
55.24,79.67482788,4.04131149,10.75,79.75,29.26694955
41.46,79.37871649,3.266354499,10.75,79.5,99.90000153
54.14,76.29690611,11.71759375,10.75,76.25,99.90000153
47,78.53751963,2.026507284,10.75,78.5,99.90000153
45.22,78.15345995,0.603603049,10.75,78.25,99.90000153
47.01,79.32661627,2.941482261,10.75,79.25,31.87365119
41.54,76.73748696,4.098772183,10.75,76.75,99.90000153
40.39,76.70649761,4.098772183,10.75,76.75,99.90000153
51.5,75.80043449,8.518359872,10.75,75.75,99.90000153
42.08,78.55057741,2.026507284,10.75,78.5,99.90000153
48.33,77.72148695,2.346081467,10.75,77.75,99.90000153
47.54,79.20198765,2.941482261,10.75,79.25,99.90000153
49.39,79.83272336,4.04131149,10.75,79.75,29.56985639
49.74,77.20646477,1.172364452,10.75,77.25,31.06183185
43.31,77.53165993,1.186840747,10.75,77.5,99.90000153
44.99,77.93287739,1.591381961,10.75,78,99.90000153
45.58,76.94734693,2.120349986,10.75,77,32.59699836
53.89,78.07698956,1.376075102,11,78,99.90000153
46.6,79.4222134,3.984077485,11,79.5,99.90000153
51.14,77.77614123,1.551901436,11,77.75,99.90000153
40.96,78.77857988,2.241291481,11,78.75,99.90000153
49.13,77.57087453,1.513360502,11,77.5,28.36045697
41.06,78.17946883,1.257139867,11,78.25,99.90000153
48.92,76.15355381,8.779203485,11,76.25,30.85172048
49.69,76.27508717,8.779203485,11,76.25,34.23202168
44.46,78.4730818,1.706613419,11,78.5,32.90299978
44.07,77.43512562,1.513360502,11,77.5,20.20047119
50.36,77.39769894,1.513360502,11,77.5,99.90000153
54.94,77.53491693,1.513360502,11,77.5,99.90000153
47.31,79.24323917,3.30219179,11,79.25,31.65701835
45.83,77.02154732,1.961292503,11,77,99.90000153
40.63,78.5057039,1.706613419,11,78.5,99.90000153
48.47,77.96055861,1.376075102,11,78,32.63598467
46.58,77.02340114,1.961292503,11,77,99.90000153
43.64,79.56210093,3.984077485,11,79.5,31.39751481
46.87,77.59758958,1.513360502,11,77.5,32.36023206
51.23,78.02656641,1.376075102,11,78,99.90000153
46.58,77.7315642,1.551901436,11,77.75,32.25863193
43.77,78.18783544,1.257139867,11,78.25,99.90000153
51.87,79.86115368,3.760822577,11,79.75,34.62285391
39.43,77.98359349,1.376075102,11,78,99.90000153
41.17,75.87168567,9.278274965,11,75.75,99.90000153
49.4,75.93746516,8.67185521,11,76,99.90000153
52.8,79.53972418,3.984077485,11,79.5,99.90000153
49.45,78.55980672,1.706613419,11,78.5,26.11550975
38.14,79.1096981,2.338602866,11,79,34.03747782
42.8,75.78900009,9.278274965,11,75.75,32.21027684
43.01,76.40451814,7.351774538,11,76.5,99.90000153
45.84,77.46926725,1.832927371,11.25,77.5,99.90000153
44,77.52577086,1.832927371,11.25,77.5,28.54527119
42.41,77.58531484,1.832927371,11.25,77.5,99.90000153
42.55,78.48024163,1.81837269,11.25,78.5,99.90000153
44.8,77.6112056,1.832927371,11.25,77.5,99.90000153
36.11,77.90199841,2.411439436,11.25,78,99.90000153
51.75,76.48368489,5.116486159,11.25,76.5,99.90000153
45.49,77.90024979,2.411439436,11.25,78,33.01859242
42.35,76.12618171,8.291937592,11.25,76.25,99.90000153
47.77,78.76653123,2.553279885,11.25,78.75,99.90000153
41.26,79.55805916,4.297136414,11.25,79.5,31.87243732
49.44,77.56008164,1.832927371,11.25,77.5,31.91876662
53.15,77.96766617,2.411439436,11.25,78,34.09045426
38.7,76.00452325,8.844324133,11.25,76,99.90000153
45.96,79.81049114,3.574255773,11.25,79.75,99.90000153
38.5,79.43976618,4.297136414,11.25,79.5,99.90000153
47.46,78.30120682,1.528688164,11.25,78.25,99.90000153
44.84,79.32486651,3.39528325,11.25,79.25,99.90000153
43.44,79.82761561,3.574255773,11.25,79.75,99.90000153
49.04,79.45912218,4.297136414,11.25,79.5,99.90000153
55.42,79.4520423,4.297136414,11.25,79.5,99.90000153
37.47,78.73337485,2.553279885,11.25,78.75,28.54359613
45.45,75.77699837,9.113822654,11.25,75.75,34.51955689
41.93,77.33205945,1.692347585,11.25,77.25,99.90000153
38.16,76.82252745,2.857511476,11.25,76.75,99.90000153
46.08,77.13178179,1.692347585,11.25,77.25,99.90000153
46.31,77.00327454,6.290789671,11.25,77,32.63598467
41.23,78.95776903,2.280547944,11.25,79,99.90000153
46.51,78.12864347,1.528688164,11.25,78.25,99.90000153
50.16,78.95316605,2.280547944,11.25,79,99.90000153
47.91,78.36879428,1.528688164,11.25,78.25,99.90000153
44.67,78.3152175,1.528688164,11.25,78.25,99.90000153
44.82,79.53954711,4.297136414,11.25,79.5,99.90000153
49.89,75.62986907,9.113822654,11.25,75.75,32.15331585
42.98,77.4423973,1.832927371,11.25,77.5,99.90000153
47.13,78.95475595,2.280547944,11.25,79,99.90000153
53.4,76.36269682,8.291937592,11.25,76.25,99.90000153
43.41,75.6330711,10.58487027,11.5,75.75,33.0789967
44.47,77.5715087,1.894941925,11.5,77.5,35.06562295
47.54,78.22696093,2.345508593,11.5,78.25,26.87696105
49.23,77.2402877,2.058497611,11.5,77.25,20.15590396
30.95,78.73536257,2.681777051,11.5,78.75,99.90000153
45.54,79.78671068,3.682311528,11.5,79.75,99.90000153
44.71,77.68503229,2.027447119,11.5,77.75,99.90000153
52.22,77.69536658,2.027447119,11.5,77.75,99.90000153
47.97,75.83137658,10.58487027,11.5,75.75,31.59805477
49.39,77.34626942,2.058497611,11.5,77.25,99.90000153
48.26,79.42736527,3.361989189,11.5,79.5,32.15808916
48.6,78.99117411,2.737028266,11.5,79,31.28544783
44.17,75.59359393,11.24848856,11.5,75.5,99.90000153
45.84,76.57889763,5.175541367,11.5,76.5,99.90000153
47.51,77.63519915,2.027447119,11.5,77.75,99.90000153
34.83,78.02216472,2.136432451,11.5,78,99.90000153
34.07,75.98188118,9.388619342,11.5,76,99.90000153
39.18,78.82116977,2.681777051,11.5,78.75,33.28149206
53.36,79.75579574,3.682311528,11.5,79.75,99.90000153
49.41,78.11208215,2.136432451,11.5,78,99.90000153
31.72,77.76231788,2.027447119,11.5,77.75,29.95246365
45.8,79.69054794,3.682311528,11.5,79.75,31.87977023
40.28,75.85667725,10.58487027,11.5,75.75,31.30754492
41.12,77.71158911,2.027447119,11.5,77.75,32.7761276
44.21,79.82778848,3.682311528,11.5,79.75,99.90000153
49.94,79.1822452,2.688413899,11.5,79.25,20.70591654
49.34,76.4693585,5.175541367,11.5,76.5,32.49028192
50.24,79.34498454,2.688413899,11.5,79.25,99.90000153
40.25,75.75573673,10.58487027,11.5,75.75,34.00233761
50.79,77.00226516,2.563580739,11.5,77,99.90000153
54.41,76.96121292,2.563580739,11.5,77,22.56793259
38.55,75.83401909,10.58487027,11.5,75.75,33.47868818
44.02,78.54908936,2.642699836,11.5,78.5,99.90000153
41.98,77.39975923,1.894941925,11.5,77.5,99.90000153
50.5,76.48357145,5.175541367,11.5,76.5,99.90000153
46.49,78.91549619,2.737028266,11.5,79,99.90000153
46.88,75.89239996,9.388619342,11.5,76,29.13746892
47.31,77.16205804,2.058497611,11.5,77.25,99.90000153
46.71,78.65691705,2.681777051,11.5,78.75,99.90000153
43.91,77.46233737,1.894941925,11.5,77.5,99.90000153
45.76,77.80566127,2.027447119,11.5,77.75,99.90000153
52.79,79.75573881,3.76519322,11.75,79.75,32.41695467
49.39,79.68940216,3.76519322,11.75,79.75,21.15057595
43.83,76.54654759,4.220096623,11.75,76.5,32.23998883
44.64,79.68319801,3.76519322,11.75,79.75,99.90000153
51.49,76.30342545,5.940673111,11.75,76.25,99.90000153
46.58,78.98464134,2.804927458,11.75,79,29.67633612
32.05,78.14073292,2.372839357,11.75,78.25,99.90000153
50.42,75.23741589,10.98785514,11.75,75.25,31.67957706
51.55,77.73790766,2.5368539,11.75,77.75,99.90000153
48,77.59535147,2.277845817,11.75,77.5,99.90000153
48.24,75.1954183,10.98785514,11.75,75.25,99.90000153
42.67,76.03196913,6.846719358,11.75,76,28.70941561
46.78,78.97124072,2.804927458,11.75,79,32.44944265
45.87,78.09167113,3.343023041,11.75,78,32.67171651
54.35,75.44574099,12.12861122,11.75,75.5,99.90000153
48.4,78.57860135,1.657779569,11.75,78.5,31.9288071
41.79,77.44572024,2.277845817,11.75,77.5,99.90000153
38.15,77.57015862,2.277845817,11.75,77.5,99.90000153
41.36,75.98409733,6.846719358,11.75,76,99.90000153
46.8,79.03823973,2.804927458,11.75,79,23.07452212
52.09,79.4041321,4.094611438,11.75,79.5,99.90000153
47.37,76.42942033,4.220096623,11.75,76.5,32.30673772
44.63,75.46858781,12.12861122,11.75,75.5,28.6898369
53.12,78.02578714,3.343023041,11.75,78,99.90000153
41.59,78.34342039,2.372839357,11.75,78.25,99.90000153
44.06,79.71039338,3.76519322,11.75,79.75,99.90000153
40.18,77.12089054,1.543008622,11.75,77,99.90000153
49.52,77.01655309,1.543008622,11.75,77,31.73313232
44.98,77.74706263,2.5368539,11.75,77.75,99.90000153
51.49,77.30920144,2.147435049,11.75,77.25,99.90000153
51.26,78.10556863,2.383972484,12,78,29.92295715
51.74,75.03713494,10.83704084,12,75,33.22497537
42.6,74.92995257,10.83704084,12,75,99.90000153
41.56,74.98092503,10.83704084,12,75,99.90000153
43.81,78.86975154,2.871138479,12,78.75,99.90000153
46.31,76.00413378,3.015726054,12,76,32.03555388
48.03,77.20819156,1.93346337,12,77.25,99.90000153
44.64,79.16213003,2.78859555,12,79.25,31.64807206
49.48,76.20344367,4.501069919,12,76.25,99.90000153
49.21,77.00052198,2.021722212,12,77,99.90000153
38.84,76.9530611,2.021722212,12,77,33.4443304
55.08,77.74892088,2.008715094,12,77.75,99.90000153
47.41,76.22259301,4.501069919,12,76.25,29.56985639
38.06,77.76589278,2.008715094,12,77.75,32.62435869
48.28,76.89349316,2.021722212,12,77,99.90000153
51.06,78.16252629,2.684668952,12,78.25,30.85172048
46.83,75.79439178,6.341110061,12,75.75,27.10582425
37.84,79.81522608,2.800777158,12,79.75,99.90000153
47.94,79.86505047,2.800777158,12,79.75,29.5544373
46.14,79.48188754,2.650509946,12,79.5,99.90000153
44.03,79.21330531,2.78859555,12,79.25,34.63465744
46.93,76.16856834,4.501069919,12,76.25,99.90000153
52.06,77.46334321,2.588761666,12,77.5,99.90000153
51.31,78.84919157,2.871138479,12,78.75,99.90000153
47.66,79.24629049,2.78859555,12,79.25,32.36782748
45.79,79.53071927,2.650509946,12,79.5,32.06218031
47.02,78.17577147,2.684668952,12,78.25,34.35849302
36.27,79.85234354,2.800777158,12,79.75,99.90000153
52.43,78.91649501,3.024039548,12,79,99.90000153
49,77.52370363,2.588761666,12,77.5,99.90000153
44.43,76.98687231,2.021722212,12,77,99.90000153
48.14,75.46361979,10.83201135,12,75.5,32.65629561
47.02,75.56016131,10.83201135,12,75.5,99.90000153
42.98,75.47663184,10.83201135,12,75.5,99.90000153
45.06,76.00938013,3.015726054,12,76,99.90000153
53.73,78.78456238,2.871138479,12,78.75,33.68345585
54.32,78.35970456,2.684668952,12,78.25,99.90000153
44.61,76.80208883,2.146586908,12,76.75,33.63475552
45.25,75.50811534,10.83201135,12,75.5,99.90000153
45.85,76.6974322,2.146586908,12,76.75,29.92295715
45.25,77.12939452,1.93346337,12,77.25,99.90000153
50.28,75.08267565,10.83704084,12,75,20.15590396
43.02,75.51084819,10.83201135,12,75.5,99.90000153
48.29,75.76610528,6.341110061,12,75.75,99.90000153
45.41,75.58336243,10.83201135,12,75.5,31.78974203
44.39,75.00093308,11.10414962,12.25,75,99.90000153
49.88,78.69505854,2.841893704,12.25,78.75,31.75566139
51.38,78.73370663,2.841893704,12.25,78.75,99.90000153
46.98,75.93920634,3.895175054,12.25,76,33.63475552
50.29,77.27993245,2.253392622,12.25,77.25,99.90000153
43.27,74.98522414,11.10414962,12.25,75,99.90000153
44.06,78.13090817,2.788760811,12.25,78.25,99.90000153
49.15,75.03626194,11.10414962,12.25,75,99.90000153
53.87,77.75406432,2.057988713,12.25,77.75,20.15590396
40.74,77.09721116,2.13303078,12.25,77,28.54359613
49.54,77.34276606,2.253392622,12.25,77.25,32.06218031
49.8,77.58498331,2.25943718,12.25,77.5,32.08437116
55.29,79.07625471,3.192894105,12.25,79,99.90000153
46.73,76.52582152,2.742422742,12.25,76.5,99.90000153
34.19,76.39489962,2.742422742,12.25,76.5,32.66995591
38.33,79.53848863,2.521635414,12.25,79.5,99.90000153
44.89,78.17844859,2.788760811,12.25,78.25,99.90000153
45.94,79.37331738,3.53636806,12.25,79.25,31.55487043
36.98,76.48800993,2.742422742,12.25,76.5,29.26694955
45.72,79.2634589,3.53636806,12.25,79.25,99.90000153
41.34,75.64678806,8.660934066,12.25,75.75,99.90000153
44.83,79.11955979,3.192894105,12.25,79,99.90000153
50.69,79.81349336,1.957494712,12.25,79.75,99.90000153
45.1,79.80236905,1.957494712,12.25,79.75,99.90000153
38.52,76.81695864,1.407358618,12.25,76.75,99.90000153
50.05,78.89302224,3.192894105,12.25,79,99.90000153
44.01,76.31874663,3.612577054,12.25,76.25,32.58177117
40.78,77.79912406,2.057988713,12.25,77.75,99.90000153
42.66,75.25149015,12.66515934,12.25,75.25,32.63635516
51.48,78.89696632,3.192894105,12.25,79,99.90000153
40.51,79.87389352,1.957494712,12.25,79.75,99.90000153
44.47,76.63068612,1.407358618,12.25,76.75,32.42545672
56.76,77.67068526,2.057988713,12.25,77.75,99.90000153
38.57,77.84268521,2.057988713,12.25,77.75,99.90000153
46.47,75.97175669,3.895175054,12.25,76,99.90000153
47.8,79.31514821,3.53636806,12.25,79.25,32.25863193
43.6,78.44320858,2.821378427,12.25,78.5,33.46740625
41.99,77.90575316,2.138156826,12.25,78,99.90000153
44.42,78.09649315,2.138156826,12.25,78,31.92372907
46.98,77.87999416,2.138156826,12.25,78,33.68345585
53.5,77.40216561,2.25943718,12.25,77.5,32.58177117
43.02,77.23996724,2.253392622,12.25,77.25,32.49028192
